temperature_2m_mean,temperature_2m_min,shortwave_radiation_sum,daylight_duration,sunshine_duration,et0_fao_evapotranspiration,rain_sum,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,month,apparent_temperature_max,datetime
30.8,27.1,24.69,46222.26,42925.75,6.92,0.0,0.0,21.3,47.9,5,37.8,2021-05-19
30.4,26.6,22.75,46253.09,42942.63,6.02,1.3,1.3,20.4,44.6,5,38.2,2021-05-20
29.8,25.7,23.14,46283.16,42959.6,5.6,6.1,6.1,17.3,41.4,5,39.5,2021-05-21
29.1,25.4,22.6,46312.43,42817.21,5.16,8.6,8.6,13.3,37.8,5,38.8,2021-05-22
29.1,25.1,22.96,46340.86,42993.68,5.3,1.1,1.1,17.3,39.2,5,39.1,2021-05-23
29.1,25.2,23.52,46368.42,43010.73,5.41,3.5,3.5,15.1,38.2,5,39.1,2021-05-24
30.0,24.8,24.93,46395.06,43042.71,6.16,0.2,0.2,17.7,38.9,5,40.3,2021-05-25
30.5,26.2,23.76,46420.75,43059.16,5.43,1.1,1.1,9.9,27.7,5,40.0,2021-05-26
30.2,25.9,23.3,46445.45,43061.54,5.82,1.6,1.6,17.8,33.5,5,39.1,2021-05-27
30.6,27.0,22.13,46469.12,43078.3,5.22,3.1,3.1,12.7,33.1,5,39.8,2021-05-28
30.9,27.3,24.33,46491.93,43108.88,5.82,2.1,2.1,13.1,34.9,5,41.0,2021-05-29
29.8,26.2,24.44,46513.96,42227.14,5.57,7.0,7.0,18.3,41.8,5,40.6,2021-05-30
30.1,26.2,23.39,46535.19,42386.48,5.43,6.2,6.2,13.1,33.1,5,41.2,2021-05-31
29.9,26.4,23.86,46555.6,43162.17,5.33,3.2,3.2,13.4,34.9,6,41.1,2021-06-01
27.6,25.9,10.23,46575.17,11316.66,2.58,51.7,51.7,42.8,78.1,6,36.4,2021-06-02
27.7,25.9,16.44,46593.89,28582.08,3.67,28.6,28.6,24.2,80.3,6,35.7,2021-06-03
28.2,26.3,20.64,46611.72,41912.11,4.29,8.1,8.1,20.0,43.2,6,36.8,2021-06-04
28.5,25.8,23.38,46628.66,43200.0,4.85,3.4,3.4,16.1,34.9,6,37.7,2021-06-05
28.5,26.0,21.37,46644.68,37984.55,4.56,3.2,3.2,11.5,27.7,6,38.4,2021-06-06
27.5,25.6,20.33,46659.75,31477.31,4.23,20.4,20.4,10.9,30.6,6,39.1,2021-06-07
26.8,24.9,17.03,46673.88,24289.54,3.55,17.8,17.8,10.3,28.1,6,37.8,2021-06-08
26.5,24.6,15.88,46687.02,22660.06,3.29,14.1,14.1,10.5,30.2,6,37.3,2021-06-09
27.2,25.3,19.91,46699.17,33147.11,4.19,12.3,12.3,9.9,24.5,6,36.7,2021-06-10
27.3,25.3,17.58,46710.3,28795.6,3.65,6.3,6.3,12.3,32.4,6,36.9,2021-06-11
28.1,25.6,20.01,46720.41,36472.27,4.36,4.0,4.0,15.1,33.8,6,36.8,2021-06-12
26.9,25.2,14.59,46729.45,38132.11,3.16,3.3,3.3,16.6,34.9,6,34.3,2021-06-13
27.8,24.9,24.54,46737.43,43200.0,5.17,1.1,1.1,17.4,36.7,6,37.1,2021-06-14
28.2,25.1,23.82,46744.32,43200.0,5.01,0.3,0.3,18.3,39.2,6,36.3,2021-06-15
28.7,25.4,24.52,46750.11,43200.0,5.28,0.3,0.3,13.8,31.7,6,38.1,2021-06-16
29.2,25.8,24.76,46754.77,43200.0,5.39,0.2,0.2,12.8,29.5,6,39.1,2021-06-17
29.4,26.6,25.28,46758.33,43200.0,5.55,0.5,0.5,15.8,35.3,6,38.8,2021-06-18
28.3,26.0,22.23,46760.81,43200.0,4.68,5.3,5.3,19.8,43.2,6,37.2,2021-06-19
27.5,25.8,18.81,46762.21,39197.64,3.86,7.6,7.6,22.1,46.1,6,35.6,2021-06-20
26.4,25.2,11.57,46762.55,15604.2,2.42,16.3,16.3,19.7,41.4,6,32.7,2021-06-21
26.9,25.2,14.33,46761.83,29023.35,3.16,7.3,7.3,18.0,37.4,6,33.5,2021-06-22
27.1,25.0,17.4,46760.05,31735.97,3.7,6.4,6.4,19.5,40.3,6,35.9,2021-06-23
27.4,25.1,16.9,46757.24,24066.88,3.63,4.5,4.5,10.5,29.5,6,37.7,2021-06-24
27.5,25.2,16.36,46753.39,39727.96,3.38,3.6,3.6,11.0,28.8,6,35.3,2021-06-25
28.3,24.8,23.96,46748.52,43200.0,5.04,0.2,0.2,9.0,22.7,6,38.4,2021-06-26
28.3,25.5,22.33,46742.63,43200.0,4.65,3.4,3.4,9.0,27.7,6,38.4,2021-06-27
27.7,25.4,21.4,46735.74,42423.09,4.42,28.9,28.9,11.3,30.6,6,39.0,2021-06-28
28.2,25.1,24.69,46727.86,43200.0,5.24,0.3,0.3,13.8,31.0,6,38.7,2021-06-29
29.0,25.9,23.7,46718.98,43200.0,5.05,1.1,1.1,10.9,27.7,6,38.8,2021-06-30
28.8,25.6,23.39,46709.14,43200.0,4.96,1.8,1.8,8.0,24.5,7,40.0,2021-07-01
28.2,24.6,23.13,46698.33,43200.0,4.91,1.3,1.3,8.7,22.0,7,39.8,2021-07-02
26.5,24.7,10.38,46686.58,8281.73,2.27,13.4,13.4,8.2,31.7,7,35.1,2021-07-03
27.2,24.3,17.55,46673.88,31958.1,3.92,10.2,10.2,21.9,47.2,7,34.2,2021-07-04
27.6,25.1,20.37,46660.25,33646.64,4.31,9.9,9.9,11.7,33.5,7,36.5,2021-07-05
26.9,25.1,11.06,46645.71,6729.68,2.45,14.1,14.1,7.5,20.9,7,35.1,2021-07-06
28.2,23.8,24.12,46630.27,43200.0,5.37,0.2,0.2,13.5,37.1,7,38.1,2021-07-07
28.4,24.5,21.18,46613.78,43200.0,4.58,1.7,1.7,11.4,40.0,7,37.8,2021-07-08
28.8,25.3,21.73,46596.21,43200.0,5.1,0.5,0.5,16.3,36.7,7,37.6,2021-07-09
28.7,25.4,20.25,46577.58,39886.92,4.72,0.5,0.5,13.8,36.0,7,36.0,2021-07-10
29.0,25.9,21.12,46557.93,43200.0,4.98,1.2,1.2,15.3,39.6,7,37.3,2021-07-11
29.1,25.3,20.87,46537.3,40581.34,4.76,1.3,1.3,16.6,39.6,7,38.2,2021-07-12
28.3,25.3,19.35,46515.7,37440.13,4.28,5.4,5.4,11.8,37.1,7,38.1,2021-07-13
27.2,25.0,17.21,46493.19,26197.11,3.62,10.6,10.6,9.2,29.2,7,37.8,2021-07-14
27.3,24.7,21.05,46469.78,39654.42,4.34,10.8,10.8,14.3,33.8,7,38.5,2021-07-15
27.3,24.8,20.76,46445.52,35460.54,4.37,14.9,14.9,15.1,33.5,7,38.4,2021-07-16
27.3,24.9,19.81,46420.43,33985.59,4.1,19.5,19.5,12.2,28.1,7,39.0,2021-07-17
27.0,25.5,15.02,46394.54,35699.92,3.17,13.7,13.7,16.9,40.3,7,35.1,2021-07-18
26.6,25.4,13.81,46367.9,23601.02,2.86,27.7,27.7,22.3,52.9,7,33.6,2021-07-19
26.3,25.3,11.2,46340.53,17510.5,2.27,17.7,17.7,22.1,47.5,7,32.4,2021-07-20
25.8,25.4,6.29,46312.46,4024.76,1.37,34.9,34.9,17.9,42.8,7,31.8,2021-07-21
25.9,25.4,6.83,46283.73,2636.35,1.54,31.5,31.5,23.0,50.4,7,31.4,2021-07-22
26.0,25.2,10.29,46254.36,12167.82,2.11,32.7,32.7,29.6,60.1,7,30.8,2021-07-23
26.0,25.4,8.65,46224.39,10890.36,1.89,31.2,31.2,26.7,54.7,7,30.8,2021-07-24
26.5,25.2,13.07,46193.85,21671.91,2.61,12.7,12.7,30.0,63.4,7,30.8,2021-07-25
27.9,26.4,22.15,46162.77,43200.0,4.56,9.2,9.2,31.9,64.1,7,33.3,2021-07-26
27.4,26.2,22.47,46131.17,43200.0,4.27,8.8,8.8,33.5,70.2,7,33.2,2021-07-27
26.4,25.2,12.74,46098.82,18743.69,2.51,18.0,18.0,26.3,54.0,7,31.2,2021-07-28
26.3,25.7,7.79,46065.64,11016.94,1.65,23.6,23.6,25.2,50.4,7,32.0,2021-07-29
27.3,25.9,16.16,46031.64,38270.73,3.32,9.0,9.0,20.7,49.7,7,34.9,2021-07-30
27.2,26.0,17.16,45996.89,35680.79,3.45,6.9,6.9,26.9,58.7,7,33.4,2021-07-31
27.4,25.9,22.06,45961.43,42941.01,4.34,6.7,6.7,29.5,63.7,8,33.8,2021-08-01
27.2,25.6,19.39,45925.28,37973.02,3.87,11.8,11.8,28.5,64.8,8,33.8,2021-08-02
27.1,26.1,12.45,45888.5,20101.18,2.73,8.5,8.5,26.3,58.3,8,32.9,2021-08-03
27.3,25.9,16.4,45851.12,29880.1,3.43,6.1,6.1,25.5,61.9,8,33.5,2021-08-04
27.5,26.5,20.76,45813.18,43113.92,4.02,8.0,8.0,25.4,61.9,8,34.3,2021-08-05
27.5,26.4,19.9,45774.71,43103.14,3.88,6.0,6.0,24.8,58.7,8,34.3,2021-08-06
27.9,26.2,22.19,45735.77,43092.65,4.44,2.1,2.1,23.9,51.8,8,35.3,2021-08-07
28.0,25.6,22.59,45696.38,43082.46,4.59,2.3,2.3,20.8,43.2,8,35.4,2021-08-08
27.4,25.0,20.74,45656.59,43072.56,4.22,5.7,5.7,14.0,32.0,8,36.7,2021-08-09
26.6,24.7,16.27,45616.41,36976.73,3.24,15.8,15.8,13.2,31.3,8,34.9,2021-08-10
26.1,24.6,8.03,45575.91,2359.81,1.78,5.5,5.5,10.5,23.0,8,32.9,2021-08-11
27.5,24.7,18.25,45535.1,28155.72,3.94,0.0,0.0,10.5,20.5,8,37.9,2021-08-12
27.8,25.1,20.89,45494.03,36883.18,4.37,6.5,6.5,10.8,26.6,8,38.0,2021-08-13
26.9,24.4,19.05,45452.72,31266.12,3.91,5.1,5.1,12.6,29.5,8,36.7,2021-08-14
25.7,24.2,7.49,45411.21,1138.17,1.61,14.9,14.9,6.1,22.0,8,33.2,2021-08-15
27.5,23.7,23.75,45369.54,42810.62,4.93,0.6,0.6,7.4,20.5,8,38.1,2021-08-16
27.6,24.8,22.2,45327.43,39066.22,4.57,6.2,6.2,9.8,31.3,8,38.1,2021-08-17
27.1,24.7,18.87,45284.77,40690.41,3.87,15.8,15.8,6.6,24.1,8,38.0,2021-08-18
27.1,23.7,23.25,45241.59,42640.82,4.74,7.9,7.9,8.5,19.8,8,38.9,2021-08-19
27.0,24.6,19.27,45197.95,35964.37,3.96,15.8,15.8,6.6,20.2,8,39.3,2021-08-20
26.5,24.5,13.17,45153.86,18946.4,2.74,8.5,8.5,10.6,25.9,8,36.0,2021-08-21
27.1,25.1,21.68,45109.37,42108.23,4.41,13.0,13.0,14.0,29.5,8,38.8,2021-08-22
26.8,24.4,19.88,45064.52,33600.48,4.07,13.8,13.8,10.4,27.4,8,36.5,2021-08-23
26.5,24.4,12.05,45019.33,11287.73,2.57,7.1,7.1,4.7,20.2,8,34.7,2021-08-24
26.6,24.2,16.86,44973.84,35462.62,3.42,7.3,7.3,8.8,31.7,8,35.6,2021-08-25
26.7,24.4,14.0,44928.1,21332.56,2.98,2.5,2.5,10.6,34.6,8,34.6,2021-08-26
27.0,24.1,19.71,44882.13,40267.61,4.06,1.5,1.5,8.0,32.0,8,37.9,2021-08-27
27.1,24.4,20.01,44835.96,37782.69,4.13,7.4,7.4,9.2,31.3,8,38.0,2021-08-28
26.8,25.1,13.98,44789.63,25363.2,2.94,12.4,12.4,11.0,32.8,8,34.6,2021-08-29
26.4,23.5,15.99,44743.17,24141.42,3.34,6.4,6.4,7.4,19.8,8,36.9,2021-08-30
26.9,24.4,15.31,44696.61,21721.66,3.17,7.5,7.5,12.2,28.1,8,37.2,2021-08-31
26.4,24.1,12.5,44649.98,19347.56,2.62,21.5,21.5,10.6,23.0,9,35.3,2021-09-01
26.9,24.2,21.46,44603.32,37131.2,4.35,14.8,14.8,6.9,23.8,9,38.5,2021-09-02
26.6,23.2,23.88,44556.66,41363.11,4.71,4.0,4.0,12.4,28.1,9,37.1,2021-09-03
26.8,24.0,22.51,44510.02,39358.49,4.51,7.4,7.4,11.6,28.1,9,36.6,2021-09-04
27.2,24.8,17.99,44463.43,28521.68,3.77,2.8,2.8,10.2,20.9,9,37.6,2021-09-05
26.9,24.8,15.79,44416.62,33409.77,3.26,2.8,2.8,6.9,28.1,9,36.5,2021-09-06
26.3,24.7,13.7,44369.47,23071.92,2.73,11.5,11.5,8.3,38.5,9,34.8,2021-09-07
25.2,24.2,1.51,44322.02,0.0,0.98,115.9,115.9,65.8,128.5,9,30.0,2021-09-08
27.0,25.0,16.46,44274.29,26967.42,3.46,6.9,6.9,25.5,51.8,9,36.3,2021-09-09
26.4,24.8,15.1,44226.31,24421.1,3.02,8.7,8.7,17.8,40.0,9,33.9,2021-09-10
25.6,24.9,6.63,44178.12,0.0,1.41,38.1,38.1,19.7,44.3,9,31.1,2021-09-11
26.2,24.4,10.36,44129.75,12536.84,2.14,9.2,9.2,8.0,38.9,9,34.8,2021-09-12
26.7,23.6,19.6,44081.25,36013.41,4.03,13.6,13.6,11.2,25.6,9,37.7,2021-09-13
27.6,24.0,22.53,44032.61,41538.08,4.67,3.3,3.3,9.7,24.8,9,39.6,2021-09-14
27.2,24.0,21.24,43983.9,39549.07,4.34,3.7,3.7,5.8,28.4,9,39.5,2021-09-15
27.0,24.9,16.8,43935.13,35927.86,3.44,6.3,6.3,9.4,24.5,9,38.4,2021-09-16
27.5,24.7,20.25,43886.33,35139.66,4.21,2.5,2.5,11.0,32.4,9,37.9,2021-09-17
27.8,24.6,21.99,43837.54,41345.78,4.54,1.3,1.3,16.4,42.1,9,36.9,2021-09-18
26.2,24.6,8.07,43788.79,11561.38,1.73,14.4,14.4,7.3,25.9,9,33.8,2021-09-19
26.4,24.7,15.53,43740.11,31972.19,3.12,5.3,5.3,6.2,32.8,9,35.9,2021-09-20
27.3,24.2,20.28,43691.52,39284.38,4.21,1.4,1.4,15.8,38.5,9,36.3,2021-09-21
27.8,24.4,21.44,43643.05,40153.52,4.69,2.0,2.0,18.8,41.8,9,36.0,2021-09-22
28.2,24.6,22.35,43594.75,40595.62,4.8,0.3,0.3,12.9,32.4,9,38.0,2021-09-23
27.7,24.4,21.97,43546.62,40364.52,4.58,2.0,2.0,11.2,35.6,9,38.2,2021-09-24
27.2,24.3,20.02,43498.72,39703.64,4.08,3.9,3.9,7.9,31.3,9,37.2,2021-09-25
28.0,25.1,21.23,43450.74,40238.68,4.35,2.2,2.2,7.7,31.0,9,38.4,2021-09-26
27.1,24.8,16.48,43402.56,37170.25,3.34,8.0,8.0,8.6,31.3,9,37.5,2021-09-27
26.8,23.8,19.0,43354.21,35818.05,3.9,12.1,12.1,9.4,22.7,9,39.1,2021-09-28
27.4,24.5,20.7,43305.71,38312.37,4.19,7.9,7.9,14.5,29.5,9,39.0,2021-09-29
27.0,25.0,17.02,43257.12,29041.24,3.39,8.8,8.8,13.3,29.9,9,36.3,2021-09-30
27.5,25.4,20.51,43208.46,34851.11,4.2,3.0,3.0,11.1,25.9,10,38.5,2021-10-01
27.0,25.0,16.16,43159.77,26273.99,3.29,15.6,15.6,7.9,24.5,10,38.5,2021-10-02
27.0,24.8,15.93,43111.06,29797.99,3.28,4.0,4.0,5.8,32.8,10,37.1,2021-10-03
27.0,24.4,12.74,43062.39,16153.83,2.76,3.6,3.6,7.9,41.4,10,35.0,2021-10-04
26.2,25.2,7.65,43013.78,2.5,1.76,18.5,18.5,15.6,33.1,10,33.2,2021-10-05
26.2,24.6,8.11,42965.26,3593.78,1.77,6.2,6.2,6.6,16.6,10,33.7,2021-10-06
26.8,23.8,14.63,42916.88,21984.4,3.08,1.4,1.4,8.1,22.3,10,36.3,2021-10-07
27.3,24.9,16.28,42868.66,34103.24,3.38,2.4,2.4,11.9,32.0,10,37.1,2021-10-08
27.0,24.5,19.13,42820.64,39188.04,3.91,12.1,12.1,11.3,27.0,10,37.8,2021-10-09
27.1,24.9,19.61,42772.85,39179.59,3.94,1.8,1.8,13.8,32.0,10,36.8,2021-10-10
27.8,25.6,12.87,42725.32,20991.65,3.32,4.5,4.5,28.5,60.8,10,35.7,2021-10-11
26.9,25.7,11.17,42678.1,10578.61,2.59,13.8,13.8,21.9,53.6,10,33.6,2021-10-12
26.1,24.6,10.86,42631.22,13977.23,2.24,25.1,25.1,12.1,35.3,10,35.2,2021-10-13
26.1,24.7,12.29,42584.7,15124.47,2.52,21.5,21.5,8.2,22.3,10,35.2,2021-10-14
25.5,24.0,11.86,42538.59,16956.47,2.42,44.6,44.6,10.1,24.5,10,35.0,2021-10-15
26.8,23.3,18.31,42492.58,37829.75,3.8,3.9,3.9,14.3,31.7,10,35.6,2021-10-16
26.7,24.4,15.84,42446.52,27488.4,3.25,16.5,16.5,14.1,32.8,10,38.7,2021-10-17
26.5,24.4,11.66,42400.45,6100.85,2.51,3.2,3.2,11.4,24.5,10,33.9,2021-10-18
27.1,23.2,21.15,42354.41,39146.66,4.48,0.6,0.6,11.6,25.6,10,37.4,2021-10-19
26.9,23.7,16.82,42308.43,32172.05,3.52,0.8,0.8,11.0,27.7,10,36.7,2021-10-20
26.1,24.4,12.73,42262.56,21472.46,2.62,12.2,12.2,12.7,23.0,10,36.4,2021-10-21
26.6,23.5,20.0,42216.83,39033.36,4.05,3.2,3.2,9.7,25.2,10,38.3,2021-10-22
26.9,24.4,18.63,42171.29,33294.23,3.88,6.3,6.3,12.8,33.8,10,37.7,2021-10-23
26.0,24.2,9.56,42125.96,13409.45,1.98,3.6,3.6,11.0,20.2,10,33.4,2021-10-24
25.7,24.5,8.72,42080.91,7469.52,1.83,8.0,8.0,6.0,27.0,10,33.7,2021-10-25
27.1,23.8,18.84,42036.14,37798.55,3.88,0.3,0.3,9.0,28.1,10,37.0,2021-10-26
27.2,23.7,19.37,41991.74,38950.52,4.1,0.2,0.2,7.3,23.4,10,37.9,2021-10-27
27.1,24.7,18.86,41947.71,38932.24,3.91,0.8,0.8,14.5,37.4,10,35.7,2021-10-28
27.1,24.3,21.23,41904.12,38913.36,4.53,0.0,0.0,15.3,32.4,10,35.1,2021-10-29
26.9,23.0,20.61,41861.0,38893.87,4.4,0.7,0.7,13.2,27.7,10,36.4,2021-10-30
26.7,23.1,21.17,41818.4,38873.75,4.57,0.0,0.0,17.6,36.0,10,34.8,2021-10-31
26.7,23.5,20.09,41776.36,38852.99,4.18,0.2,0.2,10.9,26.6,11,36.4,2021-11-01
26.8,23.8,18.65,41734.93,38831.58,3.99,1.2,1.2,13.5,30.6,11,36.2,2021-11-02
27.1,22.5,21.08,41694.14,38809.52,4.56,0.2,0.2,13.5,29.5,11,36.7,2021-11-03
27.4,24.5,20.24,41654.05,38409.3,4.29,0.9,0.9,13.5,28.8,11,36.8,2021-11-04
27.2,24.2,18.3,41614.34,38763.32,3.97,1.9,1.9,17.1,38.2,11,36.4,2021-11-05
27.8,23.9,20.21,41574.85,38739.09,4.3,0.0,0.0,15.0,31.3,11,37.6,2021-11-06
27.6,23.6,19.56,41535.62,35363.66,4.22,0.5,0.5,18.2,39.6,11,37.1,2021-11-07
27.9,25.2,15.87,41496.7,38151.73,3.47,0.4,0.4,13.3,34.6,11,35.4,2021-11-08
27.9,24.9,19.63,41458.13,38662.11,4.38,0.1,0.1,17.6,36.7,11,36.0,2021-11-09
27.4,23.6,18.48,41419.95,34761.54,4.18,0.8,0.8,12.2,23.4,11,36.4,2021-11-10
27.9,23.3,19.66,41382.21,38607.56,4.47,0.1,0.1,16.6,33.1,11,36.6,2021-11-11
27.7,24.8,17.18,41344.95,38579.41,3.79,1.0,1.0,10.9,30.2,11,36.8,2021-11-12
27.8,24.8,16.8,41308.21,38550.74,3.73,0.4,0.4,15.0,32.4,11,36.3,2021-11-13
27.5,24.6,13.92,41272.05,30583.79,3.0,1.6,1.6,9.2,21.2,11,37.0,2021-11-14
27.5,24.7,17.58,41236.51,38491.96,3.62,11.0,11.0,8.1,25.6,11,38.3,2021-11-15
27.8,24.1,18.53,41201.63,36786.84,4.08,0.8,0.8,16.9,36.4,11,36.6,2021-11-16
27.9,24.5,19.57,41167.46,38431.52,4.42,0.6,0.6,14.6,36.7,11,36.2,2021-11-17
27.3,23.8,17.13,41134.05,38400.75,3.62,2.0,2.0,10.0,23.4,11,36.5,2021-11-18
27.4,23.7,17.64,41101.45,38369.69,3.76,3.0,3.0,10.2,25.6,11,36.4,2021-11-19
27.0,24.5,15.69,41069.71,31328.13,3.38,20.8,20.8,13.0,36.7,11,36.7,2021-11-20
26.9,24.4,15.56,41038.88,31938.93,3.28,6.9,6.9,10.9,24.8,11,36.7,2021-11-21
27.2,24.3,17.92,41009.01,37248.77,3.7,3.6,3.6,12.3,25.9,11,38.6,2021-11-22
27.4,24.2,16.88,40980.14,38243.17,3.6,2.5,2.5,13.5,33.1,11,36.2,2021-11-23
27.4,24.7,18.31,40952.32,37333.87,4.03,1.0,1.0,16.6,35.3,11,35.6,2021-11-24
27.0,24.5,12.28,40925.3,26795.93,2.68,4.5,4.5,10.2,30.2,11,36.8,2021-11-25
25.9,25.0,5.57,40898.95,52.62,1.26,4.9,4.9,8.0,18.7,11,32.5,2021-11-26
26.5,24.7,12.8,40873.29,25474.75,2.67,5.9,5.9,12.5,31.0,11,35.7,2021-11-27
25.8,24.2,6.93,40848.37,6891.89,1.47,13.4,13.4,10.4,34.6,11,33.0,2021-11-28
26.9,24.1,15.3,40824.21,36780.82,3.15,14.5,14.5,8.4,20.2,11,37.3,2021-11-29
27.5,23.4,19.47,40800.84,38006.87,4.05,0.5,0.5,8.4,22.3,11,37.3,2021-11-30
27.4,24.9,12.63,40778.3,21064.16,2.7,5.8,5.8,10.8,26.6,12,37.0,2021-12-01
26.9,24.2,17.56,40756.62,37558.26,4.27,0.0,0.0,14.1,27.7,12,34.4,2021-12-02
25.7,22.6,16.74,40735.83,37313.49,3.96,0.3,0.3,16.4,34.2,12,33.7,2021-12-03
25.3,22.2,15.99,40715.97,37072.95,3.58,0.4,0.4,16.6,36.4,12,31.7,2021-12-04
25.3,21.4,18.11,40697.07,36836.82,3.9,0.8,0.8,10.8,29.5,12,32.5,2021-12-05
25.2,21.5,15.76,40679.16,33813.27,3.33,1.6,1.6,9.2,22.0,12,33.5,2021-12-06
25.3,21.8,11.93,40662.28,29945.67,2.75,1.0,1.0,15.5,41.4,12,31.6,2021-12-07
25.8,21.7,18.24,40646.46,37059.21,3.92,0.0,0.0,11.9,29.9,12,33.2,2021-12-08
26.3,23.3,17.52,40631.73,36000.0,4.02,0.0,0.0,14.7,33.5,12,32.4,2021-12-09
26.4,22.4,16.89,40618.13,37049.78,3.85,0.0,0.0,15.5,34.6,12,32.9,2021-12-10
26.5,23.1,11.82,40605.68,25186.87,2.98,0.0,0.0,14.3,31.7,12,32.9,2021-12-11
26.7,23.9,12.92,40594.43,29649.3,2.92,0.1,0.1,12.9,29.5,12,34.7,2021-12-12
26.8,24.2,14.64,40584.4,33543.11,3.42,0.3,0.3,13.3,30.6,12,33.4,2021-12-13
26.1,22.9,17.01,40575.62,37131.71,3.98,0.2,0.2,15.6,35.3,12,32.2,2021-12-14
25.6,21.6,16.11,40568.01,36812.63,3.75,0.1,0.1,18.9,41.0,12,32.7,2021-12-15
26.4,22.4,14.15,40561.51,34396.62,3.6,0.0,0.0,20.3,41.0,12,32.9,2021-12-16
27.3,25.3,12.36,40556.12,24419.06,3.11,8.2,8.2,22.4,53.6,12,35.5,2021-12-17
27.9,25.1,16.87,40551.84,36000.0,4.21,1.0,1.0,20.9,43.2,12,36.0,2021-12-18
24.9,23.8,7.79,40548.66,6301.93,1.58,13.4,13.4,4.1,24.5,12,32.1,2021-12-19
26.2,23.0,16.93,40546.6,36206.41,3.53,7.4,7.4,11.5,20.9,12,36.2,2021-12-20
26.9,23.2,17.18,40545.63,36494.79,3.67,0.5,0.5,12.5,28.1,12,36.4,2021-12-21
25.2,23.5,13.39,40545.77,32423.36,2.57,13.3,13.3,11.7,28.1,12,35.1,2021-12-22
26.5,22.8,17.95,40547.01,36490.12,3.71,1.1,1.1,10.0,20.5,12,35.7,2021-12-23
26.5,23.2,17.76,40549.34,36513.07,3.66,0.4,0.4,10.8,23.8,12,36.0,2021-12-24
26.5,23.2,16.51,40552.77,36305.47,3.56,1.6,1.6,9.8,29.2,12,35.1,2021-12-25
25.9,23.3,15.17,40557.28,34595.09,3.37,3.2,3.2,17.6,44.3,12,31.9,2021-12-26
24.5,22.5,10.0,40562.88,25519.29,2.05,17.0,17.0,6.8,33.5,12,31.8,2021-12-27
24.5,22.4,11.67,40569.55,26257.4,2.61,1.2,1.2,15.1,33.5,12,30.2,2021-12-28
25.0,21.5,15.82,40577.3,36219.09,3.43,0.3,0.3,20.2,42.8,12,30.9,2021-12-29
25.1,21.9,17.7,40586.12,36446.34,3.88,0.0,0.0,19.8,41.0,12,31.2,2021-12-30
24.5,20.4,18.17,40596.01,36516.61,4.05,0.0,0.0,19.5,41.0,12,30.3,2021-12-31
24.8,21.9,16.91,40606.95,35987.72,3.7,0.0,0.0,19.6,41.4,1,29.7,2022-01-01
24.3,20.2,15.22,40618.95,36285.32,3.41,0.0,0.0,17.4,37.8,1,29.1,2022-01-02
24.9,21.0,18.55,40631.99,36437.19,4.29,0.0,0.0,19.3,40.7,1,30.8,2022-01-03
25.3,21.6,16.11,40646.21,36202.18,3.93,0.0,0.0,19.9,41.0,1,30.1,2022-01-04
25.4,20.7,17.79,40661.67,36217.64,4.28,0.0,0.0,18.9,38.2,1,32.0,2022-01-05
25.5,22.2,13.8,40678.32,29522.73,3.3,0.4,0.4,15.5,30.6,1,32.7,2022-01-06
25.4,20.9,17.74,40696.11,36688.95,4.12,0.0,0.0,16.9,35.3,1,33.0,2022-01-07
25.3,21.5,16.7,40715.03,36142.66,3.48,2.5,2.5,12.5,31.0,1,33.8,2022-01-08
25.7,21.3,19.08,40735.02,36605.95,3.87,0.7,0.7,9.4,19.8,1,35.2,2022-01-09
26.0,21.7,19.4,40756.06,36898.4,3.97,0.3,0.3,11.0,20.5,1,35.2,2022-01-10
26.1,22.6,20.72,40778.09,37254.46,4.54,0.2,0.2,15.0,33.8,1,33.3,2022-01-11
25.5,21.9,17.36,40801.1,36724.66,3.81,0.4,0.4,12.0,25.2,1,33.4,2022-01-12
25.0,21.5,16.07,40825.03,36589.27,3.4,3.9,3.9,10.0,19.1,1,32.5,2022-01-13
24.9,21.7,16.65,40849.85,36685.56,3.92,0.3,0.3,17.0,34.6,1,31.5,2022-01-14
24.6,20.6,16.34,40875.52,36961.73,4.17,0.1,0.1,21.6,45.4,1,29.0,2022-01-15
24.7,19.6,18.8,40902.0,36894.06,4.45,0.0,0.0,22.4,46.4,1,30.7,2022-01-16
24.9,20.1,17.31,40929.27,37348.15,4.14,0.0,0.0,19.5,41.8,1,30.3,2022-01-17
24.4,19.3,18.11,40957.27,37497.64,4.21,0.0,0.0,17.4,37.8,1,31.0,2022-01-18
25.6,21.8,10.23,40985.98,25918.68,2.78,2.4,2.4,16.0,33.5,1,32.3,2022-01-19
25.7,22.4,14.36,41015.36,28800.0,3.38,11.7,11.7,15.5,36.4,1,32.5,2022-01-20
25.8,22.4,15.48,41045.38,36593.57,3.54,0.9,0.9,16.3,34.9,1,33.6,2022-01-21
26.4,23.2,18.64,41076.0,37362.4,4.23,2.0,2.0,17.0,35.3,1,33.7,2022-01-22
26.9,23.3,18.39,41107.18,37038.79,4.16,2.3,2.3,16.5,34.6,1,34.5,2022-01-23
26.7,22.7,18.13,41139.22,37486.05,3.9,2.4,2.4,10.5,23.8,1,35.9,2022-01-24
26.6,21.9,19.33,41172.25,37816.22,4.52,0.0,0.0,17.2,37.4,1,35.1,2022-01-25
