temperature_2m_mean,temperature_2m_min,shortwave_radiation_sum,daylight_duration,sunshine_duration,et0_fao_evapotranspiration,rain_sum,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,month,apparent_temperature_max,datetime
26.3,24.6,14.33,43825.41,21349.77,2.89,19.6,19.6,14.5,37.8,9,35.5,2024-09-18
26.8,24.1,18.64,43776.48,30950.87,3.8,11.1,11.1,15.6,41.4,9,36.9,2024-09-19
26.8,24.9,14.36,43727.54,22347.42,3.06,5.4,5.4,13.5,31.0,9,34.2,2024-09-20
26.0,24.3,9.76,43678.6,6569.39,2.11,11.0,11.0,10.1,23.8,9,34.3,2024-09-21
26.5,24.5,16.36,43629.7,24576.15,3.39,3.8,3.8,11.2,22.7,9,36.5,2024-09-22
27.9,24.1,22.33,43580.87,40481.55,4.71,0.8,0.8,9.6,28.4,9,39.7,2024-09-23
27.0,24.0,22.4,43532.14,39814.75,4.61,4.5,4.5,12.7,28.8,9,40.9,2024-09-24
28.0,24.4,22.42,43483.53,40786.81,4.77,0.6,0.6,12.2,22.7,9,40.5,2024-09-25
27.8,24.4,21.59,43435.08,39918.77,4.51,4.1,4.1,10.0,20.2,9,39.5,2024-09-26
28.1,25.8,18.62,43386.82,30054.09,3.89,0.2,0.2,11.5,24.5,9,37.8,2024-09-27
28.1,24.5,18.33,43338.79,33551.88,4.13,0.5,0.5,18.6,36.0,9,35.9,2024-09-28
27.4,26.2,12.82,43291.0,14790.84,2.95,4.3,4.3,23.6,47.5,9,33.5,2024-09-29
27.0,25.6,17.66,43243.16,32691.34,3.66,5.0,5.0,25.1,49.0,9,33.7,2024-09-30
27.4,25.3,18.34,43195.16,34333.44,3.81,2.2,2.2,18.2,35.3,10,35.7,2024-10-01
27.6,24.2,22.22,43147.02,39233.43,4.54,0.0,0.0,12.8,28.1,10,37.2,2024-10-02
27.7,24.0,20.41,43098.76,38470.61,4.28,0.1,0.1,7.7,16.9,10,39.3,2024-10-03
27.1,24.8,19.53,43050.43,39220.9,3.93,6.5,6.5,7.9,27.4,10,38.4,2024-10-04
26.1,24.0,18.66,43002.07,35193.37,3.73,12.0,12.0,7.3,25.2,10,37.6,2024-10-05
25.6,23.7,12.1,42953.7,14596.36,2.4,6.4,6.4,6.9,27.4,10,34.9,2024-10-06
25.6,23.6,13.74,42905.36,23344.73,2.77,26.0,26.0,7.8,22.0,10,35.5,2024-10-07
26.8,24.2,16.84,42857.09,34354.07,3.43,5.4,5.4,7.9,20.5,10,36.7,2024-10-08
26.7,23.9,19.73,42808.9,36135.34,3.97,8.4,8.4,11.0,25.6,10,39.2,2024-10-09
26.5,24.1,19.04,42760.86,31976.29,3.85,14.8,14.8,9.0,22.0,10,37.9,2024-10-10
26.6,23.7,21.6,42712.98,39167.44,4.4,3.5,3.5,9.4,20.2,10,40.1,2024-10-11
26.4,23.7,19.46,42665.3,39158.08,3.94,6.2,6.2,10.6,23.8,10,39.3,2024-10-12
27.2,24.4,18.12,42617.86,39148.2,3.67,8.4,8.4,11.6,27.7,10,38.4,2024-10-13
27.5,24.6,18.56,42570.7,38066.57,3.85,2.2,2.2,10.9,29.2,10,37.2,2024-10-14
26.7,24.5,16.23,42523.85,30878.75,3.31,7.8,7.8,6.7,25.9,10,36.1,2024-10-15
27.3,23.9,20.92,42477.34,39114.97,4.31,3.1,3.1,8.4,19.8,10,38.1,2024-10-16
27.2,23.8,20.79,42431.22,39235.08,4.25,2.1,2.1,8.2,23.4,10,38.4,2024-10-17
26.9,24.0,19.67,42385.52,39093.38,3.92,11.7,11.7,8.6,28.4,10,38.0,2024-10-18
27.4,24.9,16.29,42340.27,36860.55,3.36,3.8,3.8,6.7,23.0,10,37.1,2024-10-19
27.3,24.3,19.38,42295.17,39061.2,4.1,24.3,24.3,9.5,31.7,10,38.0,2024-10-20
26.8,23.4,14.81,42250.06,30792.05,3.11,6.2,6.2,6.2,24.5,10,37.0,2024-10-21
26.6,23.9,10.29,42204.98,3060.16,2.39,17.6,17.6,15.9,32.0,10,34.6,2024-10-22
27.31050156739812,23.9,18.709644723092996,42159.98,34727.14467084639,4.171870428422152,6.065673981191223,6.065673981191223,16.2,32.8,10,31.9,2024-10-23
27.31050156739812,24.164405010438415,18.709644723092996,42115.09,34727.14467084639,4.171870428422152,6.065673981191223,6.065673981191223,14.6508872651357,34.730584551148226,10,36.18121085594989,2024-10-24
27.0,25.0,16.94,42070.35,32400.0,3.85,11.9,11.9,26.4,54.4,10,34.9,2024-10-25
26.4,23.4,19.75,42025.8,38963.27,3.94,2.7,2.7,11.2,27.0,10,35.6,2024-10-26
26.2,24.1,17.12,41981.5,38680.16,3.44,4.0,4.0,15.6,31.0,10,35.0,2024-10-27
26.7,23.7,15.95,41937.46,24736.14,3.45,0.2,0.2,14.5,30.2,10,34.5,2024-10-28
27.1,24.3,11.77,41893.75,15268.08,2.96,0.0,0.0,20.9,40.0,10,32.4,2024-10-29
27.0,25.5,12.33,41850.39,14776.15,3.09,1.6,1.6,22.2,45.7,10,32.4,2024-10-30
26.3,24.8,12.23,41807.45,18801.04,2.58,13.1,13.1,21.8,43.9,10,32.4,2024-10-31
26.7,24.3,19.49,41764.95,38845.39,3.91,2.8,2.8,11.4,25.9,11,38.0,2024-11-01
27.1,22.7,19.27,41722.95,38823.74,3.96,0.2,0.2,9.9,28.8,11,38.1,2024-11-02
27.3,23.8,19.68,41681.49,38801.5,4.13,1.0,1.0,12.0,31.0,11,36.7,2024-11-03
27.1,23.6,19.94,41640.61,38778.69,4.13,1.9,1.9,11.0,27.4,11,37.8,2024-11-04
26.5,23.4,19.89,41600.37,38755.29,4.11,18.1,18.1,11.0,25.9,11,38.7,2024-11-05
26.1,23.4,17.47,41560.8,33891.98,3.5,5.3,5.3,10.9,25.9,11,36.5,2024-11-06
26.5,24.0,17.97,41521.97,34700.64,3.58,1.4,1.4,11.9,28.8,11,37.1,2024-11-07
26.6,23.0,18.6,41483.91,38681.56,3.71,9.2,9.2,13.4,32.0,11,36.6,2024-11-08
26.5,22.8,18.9,41446.3,38655.71,3.82,3.2,3.2,8.5,22.7,11,38.8,2024-11-09
26.9,23.4,16.57,41409.0,35472.35,3.45,1.5,1.5,12.0,32.8,11,36.1,2024-11-10
26.8,24.7,9.98,41372.05,8707.73,2.35,1.3,1.3,23.7,45.0,11,33.4,2024-11-11
27.4,24.0,19.45,41335.48,38573.5,3.99,9.2,9.2,8.5,21.6,11,38.2,2024-11-12
28.1,25.1,16.42,41299.35,36840.66,3.54,2.3,2.3,10.3,36.7,11,39.2,2024-11-13
28.1,25.3,16.0,41263.69,32347.03,3.52,0.5,0.5,13.3,35.6,11,36.7,2024-11-14
29.0,24.6,20.18,41228.55,38485.3,4.45,0.0,0.0,6.5,22.3,11,39.2,2024-11-15
29.5,24.5,19.13,41193.97,36592.11,4.34,0.2,0.2,9.6,23.0,11,39.5,2024-11-16
26.9,25.0,3.23,41159.99,0.0,1.39,15.4,15.4,22.7,53.6,11,33.1,2024-11-17
27.8,25.2,17.81,41126.67,36000.0,3.87,0.2,0.2,14.3,36.4,11,37.0,2024-11-18
27.6,23.9,19.42,41094.04,38360.59,4.14,0.1,0.1,11.2,31.0,11,36.8,2024-11-19
27.6,23.1,19.46,41062.15,38328.47,4.29,0.0,0.0,10.3,27.4,11,37.7,2024-11-20
28.2,24.2,20.15,41031.05,38296.06,4.61,0.3,0.3,11.6,32.4,11,37.4,2024-11-21
28.6,23.9,19.29,41000.79,38263.42,4.55,0.0,0.0,11.3,34.2,11,37.1,2024-11-22
28.7,24.8,19.12,40971.41,38230.61,4.43,0.0,0.0,13.0,39.2,11,37.2,2024-11-23
28.8,25.2,19.18,40942.95,38197.66,4.5,0.0,0.0,15.6,49.0,11,36.2,2024-11-24
29.0,25.9,17.75,40915.48,38164.64,4.16,0.1,0.1,13.5,42.5,11,37.2,2024-11-25
29.3,25.6,19.01,40889.03,38131.59,4.57,0.3,0.3,11.2,32.8,11,38.1,2024-11-26
29.2,24.7,19.26,40863.66,38098.57,4.57,0.0,0.0,12.7,35.6,11,38.5,2024-11-27
29.2,25.5,18.06,40839.41,38065.62,4.29,0.7,0.7,14.1,39.6,11,37.2,2024-11-28
28.4,26.4,11.74,40816.05,32893.12,2.94,2.1,2.1,14.7,45.0,11,34.3,2024-11-29
27.7,24.9,14.48,40793.46,32745.81,3.42,9.4,9.4,13.7,43.6,11,34.1,2024-11-30
24.3,23.2,3.02,40771.68,0.0,0.71,64.5,64.5,10.2,30.6,12,30.7,2024-12-01
25.2,23.3,7.88,40750.71,7706.98,1.7,16.6,16.6,9.7,27.4,12,32.8,2024-12-02
26.4,24.4,13.53,40730.6,36000.0,2.72,12.3,12.3,6.0,23.4,12,36.7,2024-12-03
26.7,25.0,15.22,40711.37,37425.91,3.07,6.1,6.1,7.9,26.3,12,37.7,2024-12-04
26.8,23.7,17.89,40693.04,37821.86,3.56,0.3,0.3,5.6,18.7,12,36.9,2024-12-05
27.4,24.4,18.1,40675.65,37785.8,3.79,0.3,0.3,8.6,23.0,12,38.0,2024-12-06
27.8,25.2,15.6,40659.22,37404.68,3.21,1.3,1.3,6.3,23.0,12,38.1,2024-12-07
27.8,25.0,16.11,40643.78,36833.15,3.42,1.2,1.2,10.2,36.4,12,36.8,2024-12-08
27.1,25.1,12.4,40629.36,28183.14,2.68,2.6,2.6,10.6,28.8,12,34.3,2024-12-09
26.6,25.1,8.66,40615.96,6344.36,1.9,4.7,4.7,8.4,27.0,12,33.9,2024-12-10
26.4,23.1,13.33,40603.64,33925.57,2.8,15.3,15.3,12.4,34.9,12,34.7,2024-12-11
27.0,24.6,15.15,40592.42,36393.54,3.22,0.1,0.1,13.0,41.0,12,34.4,2024-12-12
27.6,24.5,17.94,40582.32,36289.57,3.86,0.3,0.3,10.5,36.0,12,36.5,2024-12-13
27.9,24.3,18.32,40573.36,36397.0,4.12,0.0,0.0,11.0,37.1,12,36.9,2024-12-14
27.8,25.0,16.59,40565.57,36604.41,3.73,0.0,0.0,11.0,42.8,12,34.6,2024-12-15
27.2,25.2,12.05,40558.98,31182.04,2.9,0.0,0.0,9.8,38.9,12,32.5,2024-12-16
26.4,24.4,9.43,40553.61,13674.8,2.17,2.6,2.6,11.0,30.2,12,32.4,2024-12-17
26.5,23.6,12.59,40549.49,23038.71,2.82,3.8,3.8,13.9,36.4,12,33.2,2024-12-18
27.7,25.0,15.94,40546.58,36107.02,3.7,0.0,0.0,12.5,35.3,12,33.9,2024-12-19
27.8,24.4,16.03,40544.84,36399.85,3.71,0.0,0.0,13.5,39.2,12,34.6,2024-12-20
26.6,24.4,8.06,40544.25,14180.03,1.85,14.5,14.5,8.5,31.7,12,33.0,2024-12-21
26.5,24.9,12.98,40544.82,35117.36,2.84,0.0,0.0,11.1,31.3,12,32.2,2024-12-22
26.4,24.5,11.1,40546.54,20361.95,2.54,0.1,0.1,12.6,38.5,12,32.4,2024-12-23
25.9,24.3,10.62,40549.39,20298.28,2.23,52.7,52.7,8.1,35.6,12,34.6,2024-12-24
24.4,23.5,4.61,40553.36,203.05,0.99,19.7,19.7,8.0,32.8,12,30.7,2024-12-25
26.3,23.0,16.17,40558.43,34322.43,3.3,0.6,0.6,11.4,30.2,12,35.2,2024-12-26
26.6,23.9,17.34,40564.61,36000.0,3.59,2.3,2.3,10.0,27.0,12,36.0,2024-12-27
25.7,24.2,14.16,40571.88,30193.66,2.85,7.6,7.6,9.8,31.7,12,35.0,2024-12-28
25.7,24.0,11.65,40580.21,27165.57,2.42,1.8,1.8,9.5,25.6,12,31.9,2024-12-29
25.9,23.9,12.52,40589.61,30020.79,2.53,9.9,9.9,9.0,30.6,12,34.9,2024-12-30
27.0,23.8,17.43,40600.07,36000.0,3.62,1.1,1.1,8.1,23.0,12,36.6,2024-12-31
26.5,24.4,13.85,40611.55,34109.05,2.86,1.2,1.2,7.6,31.3,1,34.7,2025-01-01
26.8,24.3,15.72,40624.06,36000.0,3.26,3.7,3.7,9.2,32.0,1,35.9,2025-01-02
25.7,23.5,13.07,40637.58,25832.25,2.65,11.7,11.7,6.8,21.6,1,36.3,2025-01-03
26.1,23.0,17.13,40652.09,36000.0,3.48,0.8,0.8,10.5,21.2,1,36.8,2025-01-04
25.7,23.4,15.24,40667.59,36000.0,3.24,0.0,0.0,10.6,31.0,1,32.2,2025-01-05
25.4,22.5,15.88,40684.05,36217.18,3.15,3.8,3.8,7.0,25.6,1,35.4,2025-01-06
26.0,23.2,17.06,40701.48,36129.76,3.48,1.3,1.3,10.6,34.9,1,34.9,2025-01-07
25.8,23.0,14.73,40720.03,36126.4,3.05,0.0,0.0,8.9,25.9,1,33.0,2025-01-08
26.0,23.2,16.97,40739.79,36391.6,3.54,0.1,0.1,13.8,37.1,1,32.8,2025-01-09
26.0,23.3,16.1,40760.69,36118.56,3.36,0.2,0.2,7.8,21.6,1,34.2,2025-01-10
25.8,23.6,11.89,40782.72,33447.53,2.61,1.6,1.6,7.8,25.9,1,32.3,2025-01-11
24.6,22.7,8.51,40805.82,8883.11,1.91,2.7,2.7,9.7,23.0,1,30.7,2025-01-12
24.8,22.7,10.56,40829.94,15755.95,2.21,2.5,2.5,9.7,25.2,1,31.0,2025-01-13
25.6,23.4,10.45,40855.05,13852.69,2.24,0.1,0.1,10.1,28.1,1,32.2,2025-01-14
26.5,23.4,17.68,40881.1,36192.5,3.68,1.2,1.2,11.4,29.5,1,36.0,2025-01-15
26.0,23.1,16.35,40908.05,36693.12,3.38,0.0,0.0,7.8,24.8,1,33.7,2025-01-16
26.1,22.9,15.92,40935.86,36183.18,3.4,0.0,0.0,10.0,30.6,1,33.5,2025-01-17
26.5,23.7,16.04,40964.49,36067.33,3.4,1.7,1.7,13.7,40.7,1,33.8,2025-01-18
26.9,23.9,16.7,40993.89,36706.88,3.44,3.2,3.2,5.1,20.9,1,36.0,2025-01-19
27.0,23.4,16.03,41024.03,35735.05,3.42,0.9,0.9,9.4,25.2,1,35.6,2025-01-20
27.2,23.6,18.64,41054.86,37099.34,4.09,1.4,1.4,11.9,33.5,1,35.5,2025-01-21
27.5,24.0,18.13,41086.34,37364.22,4.23,0.1,0.1,12.1,36.0,1,34.6,2025-01-22
27.8,23.9,18.23,41118.44,37216.84,4.25,0.5,0.5,12.1,36.0,1,36.6,2025-01-23
28.1,24.6,17.36,41151.11,37376.86,3.87,1.5,1.5,8.7,25.9,1,37.2,2025-01-24
27.8,23.2,20.04,41184.32,37854.57,4.42,0.0,0.0,10.3,29.9,1,39.1,2025-01-25
27.6,24.1,17.77,41218.03,37788.03,4.06,0.0,0.0,11.0,29.5,1,35.9,2025-01-26
26.3,22.9,17.71,41252.2,37890.57,3.75,0.7,0.7,10.5,27.4,1,34.5,2025-01-27
25.8,22.1,16.29,41287.14,37043.22,3.73,0.2,0.2,11.3,32.0,1,32.8,2025-01-28
26.0,23.3,14.8,41322.98,35559.29,3.33,0.0,0.0,11.1,33.8,1,31.9,2025-01-29
24.8,23.3,9.76,41359.68,19657.97,2.32,21.5,21.5,12.6,38.9,1,30.1,2025-01-30
25.3,22.8,12.95,41397.17,26718.7,2.68,2.8,2.8,13.7,35.3,1,32.3,2025-01-31
27.2,23.6,21.24,41435.42,38035.33,4.58,0.0,0.0,12.7,34.6,2,35.8,2025-02-01
27.0,21.2,20.56,41474.36,38206.11,4.51,0.0,0.0,11.2,28.4,2,38.1,2025-02-02
27.4,23.0,17.65,41513.96,38219.05,3.92,0.3,0.3,10.4,27.0,2,36.7,2025-02-03
26.8,24.0,12.67,41554.16,28860.22,2.99,0.2,0.2,12.3,34.2,2,33.0,2025-02-04
26.7,23.7,17.3,41594.91,37408.27,3.83,0.0,0.0,13.7,46.8,2,33.1,2025-02-05
26.8,23.5,15.94,41636.18,32400.0,3.65,4.8,4.8,11.2,37.8,2,34.7,2025-02-06
26.2,24.2,9.3,41677.9,4615.85,2.11,5.2,5.2,8.6,32.0,2,33.1,2025-02-07
25.8,23.8,13.45,41720.04,24610.79,2.85,7.8,7.8,9.6,38.2,2,32.8,2025-02-08
24.8,22.7,14.0,41762.55,29708.66,2.87,7.2,7.2,8.7,30.6,2,31.5,2025-02-09
24.5,23.0,9.37,41805.38,11653.63,1.98,26.3,26.3,7.6,28.8,2,31.5,2025-02-10
25.1,22.9,12.58,41848.5,24936.93,2.58,8.3,8.3,11.6,41.4,2,31.9,2025-02-11
26.6,23.4,22.19,41891.86,38296.7,4.65,0.0,0.0,14.5,37.4,2,34.9,2025-02-12
25.6,22.4,18.46,41935.41,36936.18,3.69,1.2,1.2,8.6,25.9,2,38.0,2025-02-13
25.8,24.2,12.55,41979.11,25458.88,2.54,10.5,10.5,5.8,22.0,2,34.2,2025-02-14
26.2,23.1,18.52,42022.93,34415.94,3.8,14.2,14.2,10.9,28.1,2,37.7,2025-02-15
26.9,24.1,19.12,42066.82,38586.31,3.86,2.6,2.6,10.4,30.2,2,36.5,2025-02-16
27.1,23.6,20.0,42111.12,38824.4,4.13,2.6,2.6,9.9,33.1,2,37.2,2025-02-17
26.6,23.9,18.53,42155.98,37938.37,3.8,4.3,4.3,10.5,29.2,2,35.6,2025-02-18
26.3,23.4,18.54,42201.36,38546.35,3.84,0.3,0.3,9.7,27.0,2,34.6,2025-02-19
25.7,23.0,16.6,42247.21,36276.5,3.51,4.5,4.5,14.1,42.8,2,32.5,2025-02-20
25.7,23.7,14.31,42293.49,27335.71,3.09,0.3,0.3,11.1,34.9,2,32.4,2025-02-21
26.2,23.3,21.79,42340.17,38824.38,4.67,0.0,0.0,16.4,45.7,2,33.3,2025-02-22
26.5,22.8,21.32,42387.2,36607.09,4.66,0.0,0.0,14.6,38.5,2,34.3,2025-02-23
26.5,22.4,21.78,42434.54,39145.93,4.83,0.0,0.0,15.7,48.6,2,33.6,2025-02-24
26.7,23.7,19.48,42482.14,38569.5,4.52,0.0,0.0,18.9,50.4,2,33.1,2025-02-25
26.9,23.6,19.92,42529.97,38797.98,4.85,0.0,0.0,16.4,44.6,2,33.6,2025-02-26
26.6,22.5,23.24,42577.99,38991.61,5.44,0.0,0.0,13.0,38.9,2,34.1,2025-02-27
27.0,22.7,20.35,42626.16,39724.68,5.04,0.0,0.0,17.9,47.9,2,33.6,2025-02-28
28.3,23.3,22.11,42674.45,37258.34,5.4,0.1,0.1,18.7,49.7,3,36.9,2025-03-01
29.3,25.1,22.78,42722.81,39025.12,5.72,0.0,0.0,16.8,46.4,3,38.1,2025-03-02
28.8,25.1,21.14,42771.2,34567.31,5.26,2.0,2.0,16.8,45.4,3,37.7,2025-03-03
28.2,25.8,20.44,42819.6,36585.37,4.76,2.2,2.2,15.4,41.8,3,36.7,2025-03-04
28.5,24.4,22.5,42867.95,40147.78,4.91,0.5,0.5,10.5,31.3,3,40.4,2025-03-05
29.2,24.3,22.25,42916.23,40168.05,4.97,0.6,0.6,9.6,24.5,3,41.0,2025-03-06
28.8,25.4,18.98,42964.39,39851.46,4.59,0.8,0.8,14.3,45.0,3,36.6,2025-03-07
27.0,23.8,12.87,43012.42,27130.03,2.78,18.0,18.0,8.3,23.8,3,35.5,2025-03-08
27.1,24.6,18.48,43060.6,34544.5,3.93,7.1,7.1,15.1,45.7,3,34.7,2025-03-09
28.0,25.1,21.25,43109.09,39200.22,4.72,0.0,0.0,16.7,50.8,3,36.2,2025-03-10
29.0,25.5,21.02,43157.87,39789.39,5.0,2.6,2.6,15.0,44.3,3,38.4,2025-03-11
29.3,25.8,23.3,43206.89,40715.11,5.8,0.9,0.9,17.8,47.9,3,37.4,2025-03-12
29.5,25.3,24.39,43256.11,40765.23,6.04,0.0,0.0,15.8,43.9,3,37.3,2025-03-13
28.9,24.4,23.79,43305.52,40815.41,5.96,0.0,0.0,14.8,41.8,3,36.7,2025-03-14
29.1,24.0,19.75,43355.07,40865.66,5.12,0.0,0.0,13.0,37.4,3,36.9,2025-03-15
29.0,24.0,23.22,43404.72,40915.91,5.4,0.0,0.0,14.2,41.0,3,37.8,2025-03-16
29.0,25.4,22.35,43454.46,40333.89,5.38,0.3,0.3,15.1,45.0,3,36.7,2025-03-17
29.3,25.7,22.17,43504.23,40594.02,5.15,1.3,1.3,10.2,30.6,3,39.8,2025-03-18
28.9,25.6,20.98,43554.03,37835.08,5.0,0.3,0.3,13.9,42.1,3,37.7,2025-03-19
28.0,25.6,17.6,43603.79,34034.82,4.46,0.2,0.2,17.1,48.6,3,33.6,2025-03-20
27.4,25.1,16.51,43653.5,36539.54,4.0,0.0,0.0,14.7,40.7,3,33.3,2025-03-21
27.4,24.1,19.48,43703.12,37943.21,4.8,0.0,0.0,12.8,34.2,3,34.8,2025-03-22
27.2,22.8,17.14,43752.62,37600.22,4.28,0.0,0.0,12.1,33.8,3,34.0,2025-03-23
28.6,23.7,19.51,43801.96,40976.95,4.44,1.1,1.1,7.5,24.5,3,37.5,2025-03-24
29.9,26.0,23.42,43851.11,40533.68,5.84,0.1,0.1,15.4,42.5,3,40.2,2025-03-25
30.1,25.0,22.9,43900.04,41411.62,5.8,0.4,0.4,18.3,47.5,3,40.0,2025-03-26
30.2,26.7,21.84,43948.71,40314.16,5.49,0.8,0.8,14.5,41.4,3,39.4,2025-03-27
29.9,27.0,21.86,43997.09,38761.53,5.1,19.0,19.0,12.2,37.8,3,40.9,2025-03-28
27.4,25.5,11.43,44045.47,13136.71,2.85,2.8,2.8,14.6,38.2,3,34.7,2025-03-29
28.3,25.3,20.88,44093.99,40988.09,4.78,3.0,3.0,13.1,38.9,3,37.9,2025-03-30
27.31050156739812,25.0,18.709644723092996,44142.61,34727.14467084639,4.171870428422152,6.065673981191223,6.065673981191223,8.5,19.1,3,32.5,2025-03-31
